ID,YearBirth,Education,MaritalStatus, Income ,KidHome,TeenHome,CustomerEnroll,DaysLastPurchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
5441,1965,PhD,Widow,54111,0,1,8/25/2013,97,267.00,6.00,54.00,8.00,3.00,50.00,2,5,2,6,5,0,0,0,0,0,0,0,Spain
5229,1969,PhD,Together,54132,0,1,2/16/2014,81,30.00,1.00,8.00,0.00,0.00,3.00,1,1,0,3,7,0,0,0,0,0,0,0,Germany
8945,1970,Graduation,Divorced,54137,0,1,8/16/2013,46,171.00,0.00,11.00,0.00,1.00,20.00,2,4,1,4,6,0,0,0,0,0,0,0,Saudi Arabia
8650,1978,Graduation,Widow,54162,1,1,3/18/2013,31,5.00,6.00,10.00,6.00,5.00,10.00,1,1,0,3,4,0,0,0,0,0,0,0,Spain
8562,1969,Graduation,Together,54165,0,0,5/28/2013,72,127.00,4.00,73.00,15.00,6.00,11.00,1,2,1,7,2,0,0,0,0,0,0,0,Spain
771,1967,Graduation,Together,54178,0,1,1/21/2014,79,135.00,9.00,39.00,4.00,0.00,7.00,1,2,2,5,2,0,0,0,0,0,0,0,Germany
2613,1960,Master,Married,54197,0,1,4/3/2014,16,162.00,6.00,37.00,6.00,13.00,13.00,2,1,3,6,1,0,0,0,0,0,0,0,Spain
3050,1966,Graduation,Married,54198,1,1,12/17/2013,13,185.00,0.00,28.00,3.00,2.00,17.00,6,3,1,6,4,0,0,0,0,0,0,0,Spain
10552,1979,2n Cycle,Married,54210,0,1,5/20/2013,18,70.00,54.00,109.00,80.00,9.00,45.00,2,4,1,7,5,0,0,0,0,0,0,0,Spain
8070,1973,PhD,Married,54222,0,1,3/1/2014,98,199.00,12.00,31.00,3.00,12.00,7.00,1,3,3,5,3,0,0,0,0,0,0,0,Spain
6295,1977,Graduation,Married,54233,0,1,2/4/2013,46,652.00,8.00,158.00,21.00,0.00,142.00,4,11,6,5,8,0,0,0,0,0,0,0,Spain
9665,1957,PhD,Divorced,54237,0,1,4/27/2013,48,267.00,3.00,30.00,4.00,0.00,57.00,4,5,2,5,6,0,0,0,0,0,0,0,Saudi Arabia
975,1956,Graduation,Single,54252,1,1,5/28/2013,25,178.00,4.00,26.00,8.00,4.00,44.00,5,4,1,5,6,0,0,0,0,0,0,0,Australia
7514,1956,2n Cycle,Together,54342,1,1,7/3/2013,74,84.00,10.00,34.00,11.00,10.00,28.00,4,3,1,4,6,0,0,0,0,0,0,0,Australia
3381,1953,Master,Married,54348,1,1,6/8/2014,51,70.00,0.00,16.00,0.00,0.00,4.00,2,2,0,4,6,0,0,0,0,0,0,0,Canada
6250,1949,PhD,Widow,54356,0,1,11/19/2012,62,710.00,15.00,30.00,20.00,0.00,0.00,3,11,2,8,8,0,0,0,0,0,1,0,Spain
10669,1981,Graduation,Married,54386,0,1,5/17/2013,8,277.00,21.00,64.00,62.00,21.00,25.00,2,3,2,10,3,0,0,0,0,0,0,0,Spain
7019,1963,Graduation,Together,54414,1,1,1/23/2013,49,109.00,18.00,16.00,24.00,26.00,18.00,4,3,1,5,4,0,0,0,0,0,0,0,Saudi Arabia
10350,1950,PhD,Married,54432,2,1,5/9/2013,37,33.00,0.00,5.00,0.00,0.00,0.00,1,1,0,3,4,0,0,0,0,0,0,0,Spain
5430,1956,Graduation,Together,54450,1,1,9/14/2012,0,454.00,0.00,171.00,8.00,19.00,32.00,12,9,2,8,8,0,0,0,0,0,0,0,Spain
8432,1956,Graduation,Together,54450,1,1,9/14/2012,0,454.00,0.00,171.00,8.00,19.00,32.00,12,9,2,8,8,0,0,0,0,0,0,0,Spain
2782,1961,PhD,Married,54456,0,1,7/11/2013,23,352.00,0.00,27.00,10.00,0.00,15.00,3,6,1,7,6,0,0,0,0,0,0,0,Spain
10022,1973,PhD,Single,54466,1,1,2/9/2014,78,12.00,0.00,4.00,0.00,0.00,0.00,1,1,0,2,5,0,0,0,0,0,0,0,Spain
7408,1952,PhD,Married,54549,0,1,3/3/2014,8,216.00,2.00,6.00,0.00,0.00,9.00,2,5,1,4,7,0,0,0,0,0,0,0,Saudi Arabia
2406,1949,Graduation,Together,54591,0,1,8/5/2013,63,376.00,4.00,94.00,12.00,9.00,24.00,3,6,2,8,5,0,0,0,0,0,0,0,Australia
5253,1956,Master,Together,54603,1,1,7/9/2013,85,145.00,13.00,46.00,17.00,2.00,4.00,6,4,2,4,7,0,0,0,0,0,0,0,Spain
7426,1971,2n Cycle,Married,54690,1,1,11/7/2013,76,111.00,16.00,37.00,7.00,9.00,18.00,3,3,1,5,3,0,0,0,0,0,0,0,Spain
8360,1971,2n Cycle,Married,54690,1,1,11/7/2013,76,111.00,16.00,37.00,7.00,9.00,18.00,3,3,1,5,3,0,0,0,0,0,0,0,Spain
7129,1962,PhD,Married,54693,0,1,2/17/2013,72,686.00,17.00,142.00,23.00,26.00,35.00,8,6,4,13,6,0,0,0,0,0,0,0,Spain
8210,1975,Master,Married,54730,0,1,8/15/2013,64,318.00,3.00,17.00,4.00,7.00,56.00,5,4,1,8,4,0,0,0,0,0,0,0,Spain
7801,1959,Graduation,Together,54753,0,1,9/12/2013,87,197.00,107.00,227.00,7.00,59.00,131.00,3,5,2,11,4,0,0,0,0,0,0,0,Saudi Arabia
10704,1969,Graduation,Single,54803,0,1,8/21/2012,65,404.00,0.00,92.00,28.00,27.00,142.00,2,6,2,9,4,0,0,0,0,0,0,0,Spain
837,1977,Graduation,Married,54809,1,1,9/11/2013,0,63.00,6.00,57.00,13.00,13.00,22.00,4,2,1,5,4,0,0,0,0,0,0,0,Spain
10521,1977,Graduation,Married,54809,1,1,9/11/2013,0,63.00,6.00,57.00,13.00,13.00,22.00,4,2,1,5,4,0,0,0,0,0,1,0,Spain
448,1978,PhD,Single,54880,1,0,3/1/2013,57,308.00,85.00,137.00,102.00,45.00,118.00,2,6,2,11,5,0,0,0,0,0,0,0,Spain
1829,1961,PhD,Divorced,54959,0,1,1/19/2013,55,1148.00,0.00,60.00,0.00,0.00,24.00,3,9,5,4,7,0,1,0,0,0,1,0,Spain
10556,1959,Graduation,Married,54984,0,1,5/24/2014,51,173.00,13.00,131.00,32.00,3.00,6.00,4,6,1,6,7,0,0,0,1,0,0,0,Spain
4827,1956,PhD,Single,54998,0,1,3/10/2013,3,154.00,22.00,202.00,39.00,30.00,8.00,5,4,2,9,4,0,0,0,0,0,1,0,Spain
1958,1973,PhD,Together,55012,0,1,3/21/2014,85,582.00,0.00,65.00,0.00,0.00,13.00,6,8,2,9,5,0,0,0,0,0,0,0,Spain
6653,1970,PhD,Married,55158,1,1,7/30/2012,72,293.00,0.00,87.00,4.00,11.00,23.00,4,7,2,5,7,0,0,0,0,0,1,0,Spain
9707,1969,PhD,Married,55212,0,1,11/23/2012,65,1103.00,0.00,45.00,0.00,0.00,34.00,3,4,2,11,8,0,1,0,0,1,0,0,Spain
10872,1969,PhD,Married,55212,0,1,11/23/2012,65,1103.00,0.00,45.00,0.00,0.00,34.00,3,4,2,11,8,0,1,0,0,1,0,0,Spain
3673,1971,Graduation,Single,55239,0,1,7/14/2013,59,371.00,17.00,238.00,23.00,24.00,106.00,3,7,5,11,5,0,0,0,0,0,0,0,Saudi Arabia
4174,1956,Master,Together,55249,0,1,4/17/2014,81,97.00,1.00,19.00,2.00,0.00,11.00,1,2,1,4,3,0,0,0,0,0,0,0,Spain
1272,1965,Master,Single,55250,0,1,10/21/2012,49,664.00,58.00,83.00,32.00,0.00,66.00,4,7,5,10,5,0,0,0,0,0,0,0,Australia
9224,1972,PhD,Single,55260,0,1,12/12/2012,81,825.00,8.00,53.00,11.00,0.00,242.00,2,8,10,5,6,0,0,0,0,0,0,0,Saudi Arabia
7352,1957,Graduation,Married,55267,0,1,10/21/2013,28,161.00,28.00,136.00,32.00,3.00,45.00,4,3,4,6,3,0,0,0,0,0,0,0,Canada
3376,1970,Master,Divorced,55282,1,0,12/13/2013,9,125.00,6.00,73.00,8.00,4.00,19.00,1,3,1,6,4,0,0,0,0,0,0,0,Spain
5935,1956,Master,Single,55284,0,1,12/24/2012,60,547.00,7.00,140.00,0.00,7.00,63.00,3,7,5,8,5,0,0,0,0,0,0,0,India
425,1985,Graduation,Married,55357,2,0,2/19/2013,66,374.00,64.00,116.00,84.00,25.00,64.00,3,6,2,11,5,0,0,0,0,0,0,0,India
9970,1977,Graduation,Together,55375,0,1,10/17/2013,3,42.00,11.00,57.00,10.00,28.00,14.00,1,1,1,6,2,0,0,0,0,0,0,0,Canada
4887,1976,PhD,Divorced,55412,1,1,11/22/2013,65,10.00,5.00,28.00,11.00,1.00,8.00,1,2,0,3,5,0,0,0,0,0,0,0,Canada
3498,1976,PhD,Married,55424,0,1,11/25/2012,6,462.00,61.00,184.00,10.00,53.00,107.00,4,7,5,9,6,1,0,0,0,0,1,0,Spain
10099,1984,Graduation,Married,55434,1,0,10/5/2013,21,238.00,115.00,215.00,169.00,69.00,76.00,3,5,3,13,4,0,0,0,0,0,0,0,Saudi Arabia
10478,1950,PhD,Married,55517,1,1,9/27/2012,53,483.00,0.00,108.00,0.00,6.00,36.00,5,11,1,6,9,0,0,0,0,0,1,0,Saudi Arabia
2552,1955,PhD,Single,55521,1,2,10/22/2013,11,416.00,0.00,26.00,0.00,0.00,4.00,9,6,3,6,7,0,1,0,0,0,1,0,Spain
8737,1978,Graduation,Divorced,55563,0,1,4/5/2014,22,29.00,1.00,9.00,2.00,0.00,2.00,1,2,0,3,3,0,0,0,0,0,0,0,Spain
10722,1973,Graduation,Together,55593,0,1,8/21/2013,63,293.00,8.00,124.00,11.00,4.00,106.00,2,6,6,3,6,1,0,0,0,0,0,0,India
6605,1944,PhD,Divorced,55614,0,0,11/27/2013,85,504.00,13.00,131.00,8.00,0.00,26.00,1,9,4,6,7,0,1,0,0,0,0,0,Spain
965,1971,Graduation,Divorced,55635,0,1,11/13/2012,34,235.00,65.00,164.00,50.00,49.00,27.00,4,7,3,7,6,0,0,0,0,0,0,0,USA
6281,1966,Graduation,Divorced,55686,0,1,2/14/2013,27,673.00,0.00,199.00,37.00,47.00,26.00,2,6,3,5,4,1,0,0,0,0,0,0,Spain
1142,1953,PhD,Married,55707,0,1,12/22/2013,91,208.00,7.00,82.00,30.00,66.00,35.00,2,3,2,9,3,0,0,0,0,0,0,0,Spain
1490,1962,Graduation,Married,55759,0,1,11/28/2012,84,675.00,0.00,85.00,10.00,7.00,77.00,5,10,3,8,8,0,0,0,0,0,0,0,Canada
48,1964,Graduation,Together,55761,0,1,4/24/2014,97,136.00,1.00,12.00,0.00,3.00,32.00,2,4,1,3,6,0,1,0,0,0,0,0,Spain
4426,1975,Graduation,Single,55801,1,1,9/22/2013,35,367.00,4.00,51.00,6.00,4.00,95.00,6,7,2,6,7,0,0,0,1,0,0,0,USA
5512,1977,Master,Married,55842,0,1,5/23/2014,19,451.00,0.00,39.00,0.00,4.00,24.00,1,7,1,8,5,0,0,0,0,0,0,0,Spain
3491,1975,Graduation,Together,55914,0,1,4/29/2013,32,384.00,60.00,364.00,119.00,101.00,232.00,4,11,6,8,7,0,0,0,0,0,0,0,USA
2926,1952,Master,Together,55951,0,1,8/23/2012,62,1241.00,0.00,80.00,0.00,13.00,40.00,3,3,6,11,8,0,1,0,0,1,0,0,Saudi Arabia
8375,1968,PhD,Married,55954,0,1,3/3/2014,63,447.00,0.00,28.00,0.00,0.00,43.00,3,8,2,6,7,0,0,0,0,0,0,0,Australia
1740,1944,Graduation,Married,55956,0,0,4/7/2014,22,760.00,38.00,104.00,50.00,9.00,38.00,2,7,3,4,4,0,1,0,0,0,0,0,Spain
1618,1965,Graduation,Together,56046,0,0,1/2/2013,9,577.00,0.00,64.00,0.00,0.00,51.00,2,10,1,8,8,1,0,0,0,0,1,0,Germany
4128,1962,PhD,Together,56067,0,1,7/20/2013,51,517.00,12.00,54.00,16.00,6.00,120.00,2,7,4,7,5,0,0,0,0,0,0,0,Saudi Arabia
9805,1953,Master,Together,56129,0,1,6/20/2013,65,320.00,48.00,133.00,39.00,72.00,48.00,4,6,2,10,4,0,0,0,0,0,0,0,Canada
849,1953,Master,Together,56129,0,1,6/20/2013,65,320.00,48.00,133.00,39.00,72.00,48.00,4,6,2,10,4,0,0,0,0,0,0,0,Spain
944,1962,Graduation,Married,56181,0,1,1/8/2013,6,121.00,103.00,69.00,8.00,44.00,48.00,1,4,2,7,4,0,0,0,0,0,0,0,Spain
7495,1948,PhD,Married,56223,0,1,12/20/2013,72,77.00,28.00,31.00,16.00,0.00,4.00,2,2,1,5,4,0,0,0,0,0,0,0,Spain
4743,1969,PhD,Married,56242,0,1,3/3/2013,72,689.00,8.00,167.00,11.00,8.00,88.00,5,8,4,11,6,0,0,0,0,0,0,0,USA
1542,1975,Graduation,Single,56243,1,2,12/30/2013,26,347.00,0.00,35.00,4.00,3.00,7.00,6,4,2,8,5,0,0,0,0,0,0,0,USA
55,1963,Graduation,Together,56253,0,1,12/7/2012,83,509.00,0.00,65.00,7.00,11.00,5.00,4,7,2,9,6,0,0,0,0,0,0,0,Spain
8911,1967,PhD,Married,56320,0,1,4/8/2013,11,201.00,53.00,172.00,116.00,77.00,83.00,3,5,4,9,4,0,0,0,0,0,0,0,Spain
9984,1981,2n Cycle,Married,56337,1,1,3/27/2013,25,349.00,16.00,144.00,28.00,5.00,182.00,5,8,5,4,8,1,0,0,1,0,1,0,Spain
6575,1981,Graduation,Together,56386,1,1,10/27/2012,51,230.00,48.00,214.00,13.00,32.00,75.00,8,9,1,7,9,0,0,0,0,0,0,0,Saudi Arabia
2570,1968,Graduation,Together,56534,0,1,7/23/2013,35,691.00,7.00,61.00,10.00,0.00,46.00,4,10,4,7,8,0,1,0,0,1,1,0,Spain
7485,1950,PhD,Widow,56551,1,1,5/7/2014,48,67.00,4.00,32.00,17.00,2.00,16.00,3,2,1,4,4,0,0,0,0,0,0,0,Saudi Arabia
7530,1950,PhD,Widow,56551,1,1,5/7/2014,48,67.00,4.00,32.00,17.00,2.00,16.00,3,2,1,4,4,0,0,0,0,0,0,0,Spain
10841,1975,PhD,Together,56559,0,1,12/25/2012,46,226.00,22.00,133.00,41.00,31.00,31.00,3,4,3,8,4,0,0,0,0,0,0,0,Spain
3321,1967,PhD,Together,56575,0,2,5/5/2013,42,421.00,5.00,90.00,0.00,16.00,10.00,3,7,3,7,5,0,0,0,0,0,0,0,Canada
5121,1977,Graduation,Single,56628,0,1,3/21/2014,30,479.00,5.00,82.00,7.00,17.00,171.00,2,7,6,5,5,1,0,0,0,0,0,0,Canada
1077,1974,Graduation,Together,56715,0,0,12/5/2012,52,258.00,105.00,239.00,237.00,172.00,9.00,1,7,3,4,4,0,0,0,0,0,0,0,Spain
3439,1972,Graduation,Married,56721,1,1,10/31/2012,64,157.00,6.00,39.00,6.00,13.00,75.00,5,4,1,5,6,0,0,0,0,0,0,0,Spain
6001,1979,Graduation,Married,56775,0,1,1/2/2013,62,614.00,35.00,160.00,58.00,35.00,35.00,2,5,8,10,5,0,0,0,0,0,0,0,Spain
2807,1969,Graduation,Married,56796,0,1,2/16/2013,24,656.00,38.00,161.00,62.00,47.00,37.00,3,8,9,7,7,0,0,0,0,0,0,0,Spain
1052,1969,Graduation,Married,56796,0,1,2/16/2013,24,656.00,38.00,161.00,62.00,47.00,37.00,3,8,9,7,7,0,0,0,0,0,0,0,Australia
7326,1971,Master,Married,56850,0,1,3/23/2014,83,34.00,1.00,19.00,2.00,7.00,0.00,1,1,1,3,2,0,0,0,0,0,0,0,Canada
564,1981,PhD,Together,56937,1,0,8/4/2012,81,746.00,8.00,125.00,11.00,8.00,8.00,7,8,6,9,6,0,1,0,0,0,1,0,Spain
2162,1976,Graduation,Married,56939,0,1,9/18/2013,19,256.00,34.00,103.00,90.00,29.00,49.00,2,3,3,10,3,0,0,0,0,0,0,0,Spain
11171,1965,Master,Married,56962,2,1,10/11/2013,60,292.00,3.00,77.00,10.00,3.00,26.00,7,6,3,5,7,0,0,0,0,0,0,0,Australia
1600,1965,Master,Married,56962,2,1,10/11/2013,60,292.00,3.00,77.00,10.00,3.00,26.00,7,6,3,5,7,0,0,0,0,0,0,0,Saudi Arabia
7270,1981,Graduation,Divorced,56981,0,0,1/25/2014,91,908.00,48.00,217.00,32.00,12.00,24.00,1,2,3,13,6,0,1,0,0,0,0,0,Saudi Arabia
6050,1975,2n Cycle,Married,57036,0,1,12/11/2012,33,1171.00,43.00,219.00,19.00,14.00,47.00,4,6,3,13,9,1,0,0,0,0,0,0,India
8783,1950,Graduation,Married,57045,0,1,9/8/2012,40,296.00,13.00,104.00,11.00,13.00,17.00,3,4,2,9,3,0,0,0,0,0,0,0,Australia
9559,1961,PhD,Married,57072,0,1,1/24/2014,79,944.00,0.00,60.00,0.00,0.00,30.00,2,7,5,13,5,1,0,0,0,0,0,0,Canada
1,1961,Graduation,Single,57091,0,0,6/15/2014,0,464.00,5.00,64.00,7.00,0.00,37.00,1,7,3,7,5,0,0,0,0,1,1,0,Canada
339,1972,PhD,Married,57091,0,1,11/23/2012,82,462.00,0.00,24.00,6.00,0.00,4.00,2,9,2,5,7,0,1,0,0,0,1,0,Spain
940,1987,Graduation,Single,57100,1,0,5/18/2014,9,158.00,11.00,99.00,15.00,11.00,17.00,2,3,2,7,3,0,0,0,0,0,0,0,Saudi Arabia
2727,1973,Graduation,Together,57100,0,0,12/4/2013,19,181.00,21.00,69.00,39.00,3.00,96.00,1,3,3,6,3,0,0,0,0,0,0,0,Saudi Arabia
10176,1968,Graduation,Single,57107,0,1,8/24/2012,44,159.00,0.00,120.00,0.00,0.00,137.00,7,4,4,8,8,0,1,0,0,1,1,0,Spain
10821,1978,Graduation,Married,57113,1,1,2/6/2013,45,182.00,4.00,33.00,0.00,2.00,42.00,6,4,1,5,7,0,0,0,0,0,0,0,Spain
6409,1967,Graduation,Divorced,57136,0,0,5/18/2013,18,267.00,140.00,599.00,34.00,12.00,127.00,1,7,5,7,6,0,0,0,0,0,1,0,Saudi Arabia
851,1972,Master,Married,57136,1,1,7/9/2013,48,306.00,5.00,109.00,21.00,109.00,92.00,9,5,2,10,6,0,0,0,0,0,0,0,Canada
635,1966,Master,Married,57183,1,1,3/19/2013,51,464.00,5.00,64.00,7.00,0.00,70.00,8,9,1,7,8,0,0,0,0,0,0,0,Spain
6466,1965,PhD,Married,57236,1,1,3/12/2014,22,105.00,0.00,9.00,2.00,1.00,4.00,3,2,1,4,3,0,0,0,0,0,0,0,Spain
11096,1952,2n Cycle,Together,57247,0,1,8/8/2013,50,99.00,4.00,32.00,37.00,54.00,6.00,2,2,1,7,2,0,0,0,0,0,0,0,Spain
3267,1963,Master,Together,57288,0,1,6/25/2014,27,527.00,0.00,21.00,0.00,0.00,60.00,3,8,1,8,6,0,1,0,0,0,0,0,Canada
640,1951,Graduation,Married,57304,0,1,3/11/2013,61,356.00,80.00,329.00,138.00,17.00,106.00,2,7,6,10,5,0,0,0,0,0,0,0,Spain
531,1954,PhD,Divorced,57333,0,1,9/22/2012,55,941.00,14.00,397.00,76.00,58.00,176.00,11,8,5,9,6,0,0,0,0,0,1,0,Spain
5948,1975,Graduation,Single,57338,0,1,4/29/2014,96,143.00,6.00,52.00,11.00,8.00,17.00,2,4,1,5,5,0,0,0,0,0,0,0,USA
8773,1971,Master,Together,57420,0,1,6/25/2013,22,280.00,0.00,18.00,0.00,0.00,24.00,3,5,1,6,7,0,1,0,0,0,0,0,USA
1453,1943,PhD,Widow,57513,0,0,7/6/2013,59,735.00,40.00,183.00,52.00,20.00,30.00,2,9,3,13,6,0,0,0,0,0,0,0,Spain
2544,1951,Master,Divorced,57530,0,1,10/12/2013,68,50.00,1.00,27.00,6.00,7.00,1.00,1,1,1,4,1,0,0,0,0,0,0,0,India
6376,1979,Graduation,Single,57537,1,0,6/10/2013,83,191.00,56.00,139.00,51.00,8.00,100.00,4,4,3,8,4,0,0,0,0,0,0,0,Australia
4286,1970,PhD,Single,57642,0,1,1/9/2014,24,580.00,6.00,58.00,8.00,0.00,27.00,3,7,6,6,4,1,0,0,0,0,0,0,India
4609,1966,PhD,Married,57705,0,1,1/11/2014,14,383.00,0.00,53.00,6.00,4.00,40.00,3,8,1,6,6,0,0,0,0,0,0,0,Spain
10968,1969,Graduation,Single,57731,0,1,11/23/2012,0,266.00,21.00,300.00,65.00,8.00,44.00,4,8,8,6,6,0,0,0,0,0,0,0,India
7755,1954,PhD,Married,57744,0,1,11/12/2013,91,350.00,3.00,39.00,0.00,0.00,19.00,2,9,1,4,8,0,0,0,0,0,0,0,Spain
5543,1966,Graduation,Together,57811,0,1,6/24/2013,49,545.00,7.00,114.00,37.00,21.00,78.00,5,7,2,11,5,0,1,0,0,0,0,0,Spain
7250,1978,Graduation,Together,57867,1,0,10/1/2013,48,344.00,35.00,178.00,15.00,23.00,17.00,7,7,2,9,6,0,0,0,0,0,0,0,Canada
2036,1973,PhD,Together,57906,0,1,6/11/2013,29,243.00,11.00,119.00,10.00,3.00,15.00,3,4,2,8,4,0,0,0,0,0,0,0,India
3924,1965,PhD,Divorced,57912,0,1,3/17/2014,34,801.00,0.00,80.00,0.00,0.00,35.00,5,8,3,12,5,0,1,0,0,0,0,0,Saudi Arabia
1328,1982,2n Cycle,Married,57937,0,1,2/16/2014,56,261.00,42.00,144.00,55.00,48.00,133.00,3,4,4,9,3,0,0,0,0,0,0,0,Saudi Arabia
4769,1977,Master,Together,57954,1,1,6/18/2014,52,456.00,4.00,24.00,0.00,0.00,9.00,7,8,2,6,7,0,1,0,0,0,0,0,Spain
9483,1959,Graduation,Together,57957,0,1,8/19/2013,24,290.00,59.00,177.00,77.00,5.00,29.00,7,4,6,8,3,0,0,0,0,0,0,1,Canada
2276,1955,Graduation,Single,57959,0,1,5/2/2013,71,430.00,16.00,322.00,43.00,24.00,33.00,5,4,7,11,3,0,0,0,0,0,0,0,Spain
4201,1962,Graduation,Single,57967,0,1,3/3/2013,39,229.00,7.00,137.00,4.00,0.00,91.00,5,4,2,8,5,0,0,0,0,0,0,0,India
6261,1979,Graduation,Married,58025,0,1,11/26/2013,81,270.00,31.00,88.00,11.00,48.00,22.00,3,3,2,10,4,0,0,0,0,0,0,0,India
9710,1969,PhD,Divorced,58086,0,1,1/20/2013,80,708.00,7.00,62.00,0.00,0.00,15.00,2,11,3,7,8,0,0,0,0,0,0,0,Spain
9500,1959,Graduation,Married,58113,0,1,1/25/2013,66,221.00,104.00,169.00,102.00,78.00,84.00,3,9,2,8,7,0,0,0,0,0,0,1,Spain
9797,1956,Graduation,Married,58116,0,1,4/13/2014,38,228.00,19.00,130.00,4.00,11.00,51.00,2,3,3,8,2,0,0,0,0,0,0,0,Spain
5524,1957,Graduation,Single,58138,0,0,9/4/2012,58,635.00,88.00,546.00,172.00,88.00,88.00,3,8,10,4,7,0,0,0,0,0,1,0,USA
6710,1951,Master,Single,58217,2,1,11/17/2012,84,68.00,1.00,13.00,3.00,5.00,13.00,1,2,0,4,6,0,0,0,0,0,0,0,Spain
9729,1955,Graduation,Widow,58275,1,1,6/2/2013,48,189.00,10.00,253.00,56.00,43.00,64.00,6,8,2,7,7,0,0,0,0,0,0,0,Germany
5324,1981,PhD,Married,58293,1,0,1/19/2014,94,173.00,43.00,118.00,46.00,27.00,15.00,5,5,3,6,5,0,0,0,0,0,0,0,USA
9426,1964,Master,Single,58308,0,1,1/12/2013,77,691.00,0.00,69.00,10.00,0.00,130.00,4,2,6,3,8,0,0,0,0,0,0,0,Spain
5084,1975,Graduation,Widow,58330,0,1,12/25/2013,87,445.00,53.00,213.00,104.00,98.00,151.00,1,6,4,13,4,0,0,0,0,0,0,0,Spain
7094,1975,Graduation,Widow,58330,0,1,12/25/2013,87,445.00,53.00,213.00,104.00,98.00,151.00,1,6,4,13,4,0,0,0,0,0,0,0,Germany
9256,1971,Graduation,Single,58350,0,1,1/4/2013,5,493.00,26.00,206.00,116.00,80.00,80.00,4,8,3,12,6,0,0,0,0,0,0,0,Spain
1044,1953,Graduation,Together,58398,0,0,5/14/2013,44,299.00,5.00,201.00,21.00,21.00,49.00,3,5,4,8,4,0,0,0,0,0,0,0,Australia
2315,1960,Graduation,Divorced,58401,0,1,4/20/2014,55,10.00,0.00,11.00,17.00,29.00,29.00,1,1,2,2,4,0,0,0,0,0,0,0,Spain
5186,1955,PhD,Married,58482,0,1,3/12/2014,59,576.00,7.00,115.00,19.00,7.00,7.00,2,7,4,9,6,0,1,0,0,0,0,0,Canada
5177,1974,Master,Married,58494,0,1,12/12/2013,56,298.00,7.00,68.00,4.00,0.00,19.00,2,6,2,6,6,0,0,0,0,0,0,0,Saudi Arabia
5909,1964,Graduation,Married,58512,0,1,9/19/2013,25,895.00,10.00,101.00,13.00,0.00,152.00,5,3,4,8,8,0,0,0,0,0,0,0,Germany
1343,1968,Graduation,Together,58554,1,1,9/26/2012,55,368.00,24.00,68.00,38.00,0.00,88.00,6,8,2,6,7,0,0,0,0,0,0,0,USA
4749,1968,Graduation,Together,58554,1,1,9/26/2012,55,368.00,24.00,68.00,38.00,0.00,88.00,6,8,2,6,7,0,0,0,0,0,0,0,India
5782,1982,2n Cycle,Together,58582,0,1,9/28/2013,15,402.00,35.00,106.00,101.00,77.00,42.00,2,9,2,9,5,0,1,0,0,0,0,0,Spain
2408,1976,Graduation,Married,58597,1,1,11/20/2012,20,490.00,0.00,184.00,10.00,28.00,21.00,12,7,4,9,7,0,0,0,0,0,0,0,India
1993,1949,PhD,Married,58607,0,1,12/23/2012,63,867.00,0.00,86.00,0.00,0.00,19.00,3,2,3,9,8,0,1,0,0,0,0,0,USA
4470,1962,Master,Married,58646,0,1,6/10/2013,3,62.00,1.00,44.00,6.00,5.00,22.00,1,2,1,4,4,0,0,0,0,0,0,0,Spain
6183,1962,Master,Married,58646,0,1,6/10/2013,3,62.00,1.00,44.00,6.00,5.00,22.00,1,2,1,4,4,0,0,0,0,0,0,0,Germany
1351,1956,Master,Together,58656,0,1,9/20/2012,25,962.00,12.00,194.00,16.00,24.00,12.00,4,7,8,13,6,0,0,1,0,0,0,0,Spain
7005,1981,Graduation,Single,58684,0,0,6/16/2014,71,479.00,35.00,179.00,28.00,7.00,85.00,1,5,3,12,2,0,1,0,0,0,0,0,Saudi Arabia
10127,1965,Graduation,Married,58692,0,1,4/6/2014,21,301.00,11.00,61.00,4.00,7.00,11.00,1,8,2,4,7,0,0,0,0,0,0,0,Canada
10159,1970,Graduation,Divorced,58710,0,1,3/31/2013,77,440.00,81.00,368.00,0.00,122.00,174.00,6,11,5,9,6,0,0,0,0,0,0,0,Australia
5596,1956,2n Cycle,Together,58821,0,1,10/12/2013,44,513.00,14.00,154.00,19.00,0.00,28.00,1,9,2,9,6,0,0,0,0,0,0,0,Saudi Arabia
6404,1969,Graduation,Together,58917,1,2,3/24/2013,10,151.00,7.00,89.00,0.00,7.00,28.00,5,4,1,6,5,0,0,0,0,0,0,0,Saudi Arabia
1523,1973,Graduation,Married,59041,1,1,5/7/2014,25,69.00,2.00,15.00,2.00,2.00,6.00,2,2,0,4,5,0,0,0,0,0,0,0,Saudi Arabia
6357,1959,2n Cycle,Divorced,59052,0,1,11/17/2013,29,230.00,35.00,75.00,63.00,57.00,31.00,3,7,1,7,5,0,0,0,0,0,0,0,Saudi Arabia
8789,1989,2n Cycle,Married,59060,1,0,1/11/2014,77,35.00,40.00,111.00,36.00,40.00,12.00,3,3,1,7,4,0,0,0,0,0,0,0,Spain
